,T1_label,RH1_label,T2_label,RH2_label,T3_label,RH3_label,T4_label,RH4_label,T5_label,RH5_label,T6_label,RH6_label,T7_label,RH7_label,T8_label,RH8_label,T9_label,RH9_label,PRESSURE_label,WIND_label,VISIBILITY_label,APPLIANCE_label
57,hot,comfortable,hot,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
58,hot,comfortable,hot,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
59,hot,comfortable,hot,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
60,hot,comfortable,hot,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
61,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
62,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
63,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
64,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
65,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
66,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
67,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
68,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
69,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
70,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
71,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
72,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
73,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
74,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
75,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
76,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
77,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
78,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
79,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
80,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
81,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
82,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
83,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
84,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
85,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
86,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
87,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
88,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
89,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
90,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
91,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
92,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
93,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
94,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
95,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
96,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
97,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
98,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
99,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
100,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
101,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
102,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Medium
103,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,High
104,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,High
105,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
106,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
107,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
108,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
109,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
110,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
111,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
112,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
113,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Low
114,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Low
115,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Medium
116,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Medium
117,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
118,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
119,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
120,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
121,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
122,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
123,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
124,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
125,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
126,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
127,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
128,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
129,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Medium
130,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Medium
131,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
132,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
133,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
134,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
135,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
136,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
137,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
138,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
139,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
140,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
141,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
142,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
143,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
144,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Low
145,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Low
146,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Low,Medium
147,hot,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
148,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
149,hot,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Medium
150,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
151,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
152,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
153,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
154,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
155,hot,comfortable,warm,comfortable,hot,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
156,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
157,hot,comfortable,warm,comfortable,warm,comfortable,hot,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
